NonLaborIncome,Wage,HoursWorked,Earnings,Tax,Consumption
59.03935174264541,2.2555161702059285,10,22.555161702059287,17.984225629220045,63.61028781548464
35.51564712438454,2.657177681064584,10,26.571776810645844,7.824971325428324,54.262452609602065
95.35826399873436,2.7477428397872528,20,54.95485679574506,6.700994837700295,143.6121259567791
85.82176961520176,1.7483342510235809,0,0.0,15.212485741518277,70.60928387368348
75.01361568695187,3.737476894836605,10,37.37476894836605,14.793370000809714,97.5950146345082
17.019447976846816,3.5009112022898288,30,105.02733606869486,39.4041421202962,82.64264192524548
19.55170173781175,6.342307630997233,30,190.269228929917,25.80108781033355,184.01984285739522
54.350321127846016,5.421878700818474,40,216.87514803273896,13.997005371448067,257.2284637891369
24.464201427188712,1.8642872254987712,20,37.28574450997542,5.2307571557779475,56.51918878138619
98.04389171765267,4.268080121954572,20,85.36160243909144,0.0,183.4054941567441
24.26682106246685,1.6111941937546075,20,32.22388387509215,13.77126784714773,42.719437090411276
53.87210519175766,3.985898094137964,20,79.71796188275928,6.094431031285629,127.49563604323133
42.770895115735485,2.0459499209829177,0,0.0,18.937192200252962,23.833702915482522
67.54477793086882,1.548382328865174,0,0.0,10.775012811362519,56.7697651195063
21.613276800048244,3.170930057794028,40,126.83720231176112,11.999445548816896,136.45103356299245
48.728478523815184,0.6243701355723535,20,12.487402711447071,38.80990940328825,22.405971831974007
34.72345295264293,1.0376550773289126,20,20.75310154657825,10.639133328405762,44.83742117081542
89.89763722045193,2.465462616503818,0,0.0,15.81754464710686,74.08009257334507
13.652714092122558,2.8443738959856226,30,85.33121687956867,11.043803130568442,87.94012784112277
92.23547446058133,2.218596250770115,0,0.0,16.5788095364587,75.65666492412262
84.96947246977004,1.1403212668208451,20,22.8064253364169,36.43382622327771,71.34207158290923
36.78136447967339,1.7335294709308193,10,17.335294709308194,8.18636332345414,45.93029586552745
81.03615892093943,3.37085064686792,10,33.708506468679204,5.7317082366548116,109.01295715296382
12.80922043048728,3.743346411677014,20,74.86692823354028,0.0,87.67614866402755
97.01789952640543,2.6941352619535004,10,26.941352619535003,4.2809470371200025,119.67830510882044
57.39354483308104,5.135917892362586,20,102.71835784725171,9.172865219208214,150.93903746112454
37.295292345890076,3.382341979514274,10,33.82341979514274,12.28609254804307,58.832619592989744
42.632489133520934,1.8020040205130654,20,36.04008041026131,0.0,78.67256954378225
15.976481811444764,2.3296635793868234,10,23.296635793868234,21.692362285596975,17.580755319716022
99.04145626378353,1.25661753289535,0,0.0,6.647629632593489,92.39382663119004
13.536275063562321,2.5613220610492915,10,25.613220610492917,14.7166582275062,24.432837446549037
68.94164108330732,5.011099442247971,0,0.0,17.074556980737352,51.86708410256996
49.846233493581245,3.962636341619063,20,79.25272683238126,24.098080680560994,105.00087964540151
95.40245963698436,5.877344999576065,30,176.32034998728196,12.114456459788826,259.60835316447753
32.13997662761157,2.3011594760028715,0,0.0,19.178864354603668,12.961112273007899
57.88781415442102,5.699365694507227,40,227.9746277802891,0.0,285.8624419347101
53.412058772447764,2.444113976506168,0,0.0,6.296694585787947,47.11536418665982
73.25797996450912,6.106610026591871,20,122.13220053183741,26.603862361868938,168.7863181344776
16.120920875717847,2.685800412920011,20,53.71600825840022,11.376508315613956,58.46042081850411
27.441021702101935,4.010745986618165,30,120.32237959854496,19.53696998721206,128.22643131343483
29.310833808356485,6.118468379226048,40,244.73873516904192,16.36153076147266,257.68803821592576
76.43356793575207,2.443948097252227,10,24.43948097252227,23.604454712473974,77.26859419580038
27.022482669406607,3.065203442329378,40,122.60813769317511,57.75173759755686,91.87888276502485
61.6142587501879,5.522744252053521,30,165.68232756160563,13.359106150749419,213.9374801610441
29.371943845085834,2.5265336382688766,20,50.53067276537753,17.020443066393273,62.8821735440701
87.54624550755806,1.314569511853604,0,0.0,24.18314308071594,63.36310242684212
94.79669090406746,8.834406080462678,20,176.68812160925356,51.8422898123647,219.6425227009563
56.66436774480164,2.099353719226665,0,0.0,0.0,56.66436774480164
41.70779957882605,2.9663013143376715,30,88.98903943013015,8.629543542218316,122.06729546673789
31.065199751574923,5.13358203625058,40,205.3432814500232,9.312083205489847,227.0963979961083
14.48029013707394,1.9451291053662938,20,38.90258210732588,2.595292947590132,50.78757929680969
34.165006857774586,1.5615402091221282,0,0.0,9.84044465600662,24.324562201767968
68.88122019507861,3.1253788668326608,30,93.76136600497982,0.0,162.64258620005842
58.025523817828976,1.0139037516111171,10,10.139037516111172,0.0,68.16456133394014
94.96371504528346,2.32019598342051,10,23.2019598342051,10.667670009058385,107.49800487043018
45.66495362425305,3.1104619911680933,10,31.104619911680935,6.18399982789873,70.58557370803526
72.44770080955551,2.343220948804899,40,93.72883795219596,51.0199540827305,115.156584679021
54.039047272760925,1.1631152679801338,10,11.631152679801337,9.418395517218178,56.25180443534408
56.13185943317905,6.532553289083333,30,195.9765986725,37.36815461573173,214.7403034899473
34.099688314370574,2.8775694149370614,20,57.55138829874123,9.665863936280774,81.98521267683103
50.94556991577997,5.972309268577186,40,238.89237074308744,10.581310883753803,279.2566297751136
52.37064973114365,2.356034861074406,40,94.24139444297624,23.639290748745257,122.97275342537463
73.59782695740405,1.675301937238849,10,16.75301937238849,0.0,90.35084632979255
94.65759992675025,3.1520388774638706,30,94.56116632391611,20.12745552707557,169.0913107235908
39.638914973425386,2.4140771474684795,10,24.140771474684794,17.873303656574183,45.906382791536004
13.79804217231686,1.4222373042796501,10,14.222373042796502,0.0,28.02041521511336
54.666561295057576,6.1005647101760605,30,183.01694130528182,19.121287120539648,218.56221547979976
59.001519893425176,1.9304466044330548,40,77.2178641773222,62.93953767862096,73.27984639212642
25.159649601872374,0.9879269594615377,10,9.879269594615378,11.484547979380048,23.554371217107708
78.441814564846,5.643426010040711,40,225.73704040162846,4.059658494046587,300.11919647242786
98.64361975973425,2.059856028544478,0,0.0,3.8590455691580345,94.78457419057622
95.11972453076149,1.945846029420635,30,58.37538088261905,12.016095631736873,141.47900978164367
27.739543494128696,1.0294625059301952,20,20.589250118603903,15.315702689401347,33.01309092333125
88.78269159106847,7.081727092871816,40,283.26908371487264,20.91054240801252,351.14123289792855
73.40442727705162,1.3374779009999593,30,40.12433702999878,23.749742718443002,89.7790215886074
50.84619074262204,2.8070867853840373,10,28.070867853840372,3.9718688181867097,74.9451897782757
58.65498948922561,4.490397273211668,10,44.903972732116685,0.0,103.5589622213423
86.46401574842123,3.4278879487939826,10,34.278879487939825,14.091516041870438,106.65137919449062
53.212144567453585,2.630542578184645,20,52.610851563692904,4.012540196420312,101.81045593472616
43.58866321946142,1.0661817175299901,0,0.0,30.801212048995616,12.7874511704658
54.392274372338726,1.7413337460676455,0,0.0,0.0,54.392274372338726
62.12168236315442,3.014066567092406,20,60.28133134184812,2.361950869815701,120.04106283518684
27.016988840051397,1.763065863545432,0,0.0,50.93597247911578,-23.918983639064386
91.08169572402916,3.039970170393174,10,30.39970170393174,29.195864756647133,92.28553267131377
70.67682539466524,3.9549140731349937,10,39.54914073134994,7.7621594983720135,102.46380662764317
66.994202560374,4.61529868893599,30,138.4589606680797,13.177668429503994,192.27549479894972
18.95466035625743,1.384863187543474,30,41.54589562630422,19.086579309577044,41.4139766729846
64.37565443553326,9.098916406632354,40,363.95665626529416,13.069033744173538,415.26327695665384
20.88645960146431,4.145874069199001,40,165.83496276796006,0.0,186.72142236942437
17.082790767585916,2.715720282118504,20,54.314405642370076,16.424262739536296,54.9729336704197
57.4579806078154,4.949294893576663,40,197.97179574306654,14.797207700819719,240.6325686500622
46.25069806418455,9.983904782775616,40,399.35619131102465,0.0,445.6068893752092
62.99292431406009,1.2320801803157204,20,24.64160360631441,2.545995175377193,85.08853274499731
18.029995125151473,2.4015288289966312,30,72.04586486989894,3.636914504543949,86.43894549050646
48.788475656253254,0.7348143380798091,0,0.0,16.015221826684083,32.77325382956917
25.73080435406422,3.0221193082130013,10,30.221193082130014,43.76201896008223,12.189978476112003
98.83900773317049,3.3233284738033215,0,0.0,4.089656438215022,94.74935129495547
60.503519119165695,2.660358362613884,40,106.41433450455536,12.297275509144283,154.62057811457677
71.86931748467806,1.896493274651425,0,0.0,21.550714012679283,50.318603471998784
39.287645261434704,0.8805284997300176,0,0.0,41.806751351570455,-2.5191060901357503
18.526502330140975,3.33823934530624,40,133.5295738122496,87.29161201354896,64.76446412884161
97.82837765051829,6.05260626057986,40,242.1042504231944,8.119889421294777,331.8127386524179
35.763313184486485,1.9639148416560315,30,58.917445249680945,0.0,94.68075843416743
48.142736665621676,3.4626457377850977,10,34.626457377850976,28.96383409727456,53.805359946198095
68.48775295323175,1.1474253743813816,10,11.474253743813815,7.91047238407689,72.05153431296867
12.222756791750015,3.495467694951436,40,139.81870779805743,30.023589527948197,122.01787506185926
82.92332174655583,2.1894267164306127,0,0.0,14.991072586882462,67.93224915967336
58.292037102575826,1.787235704744431,0,0.0,0.0,58.292037102575826
35.03954683619399,1.7892561902691968,20,35.78512380538393,22.569955656299186,48.25471498527874
15.544718676322232,2.1891506332082855,20,43.78301266416571,20.006982356278854,39.32074898420909
24.62485739269973,3.3546194075992233,20,67.09238815198447,8.537023239370447,83.18022230531376
90.55304729680932,1.3208959275325987,0,0.0,28.74437968136066,61.80866761544867
71.7421801542302,2.1849360658473187,10,21.849360658473188,9.77490375545775,83.81663705724563
32.491154947320084,2.656981016660474,10,26.56981016660474,31.02744216329329,28.033522950631532
15.904068845052658,1.48516878615688,30,44.5550635847064,23.2541080370354,37.20502439272366
72.15537811479727,7.302128353404496,40,292.0851341361798,15.534833099834614,348.7056791511425
61.51669533709886,1.6999137015274495,0,0.0,9.9182789861425,51.598416350956356
46.40675720124115,1.8810115628861737,0,0.0,11.786878116140471,34.61987908510068
42.72503042710574,1.587135196024999,0,0.0,31.669035354633948,11.055995072471795
29.513284833619746,7.309420882081723,30,219.28262646245167,6.937765454671248,241.85814584140016
70.26501308837659,3.6843638399938734,20,73.68727679987747,6.65865492165917,137.29363496659488
97.36012250144834,1.623971019696833,0,0.0,13.13687448918444,84.22324801226391
25.81437212531433,4.994949776888458,40,199.7979910755383,16.569590567048337,209.0427726338043
63.740495801395305,3.035524667394425,20,60.7104933478885,10.982418819045614,113.46857033023818
48.17665501713786,3.1314287862033208,30,93.94286358609962,18.117239737417957,124.00227886581952
50.20198495701984,2.249116641132586,20,44.98233282265172,0.0,95.18431777967156
32.8732552115033,1.8000621771626462,10,18.000621771626463,0.0,50.87387698312976
84.26213880952771,3.273210653657964,40,130.92842614631854,16.391023254381224,198.79954170146502
53.6730043732517,2.0141595739423694,10,20.141595739423693,23.260944881448133,50.55365523122726
58.906526697843766,7.383262368347205,40,295.3304947338882,71.46670232634834,282.77031910538363
37.42848215175932,1.3524123072539782,10,13.524123072539782,13.769850283230127,37.18275494106897
26.362761910025476,6.32737985224901,40,253.0951940899604,24.531897803121065,254.9260581968648
17.731934938253843,2.556846423143174,30,76.70539269429523,12.47161655930968,81.96571107323939
74.27072268324243,3.2043112020280344,10,32.04311202028035,25.89095461364912,80.42288008987364
27.661085351907005,4.298373828040708,30,128.95121484122123,10.317916171590726,146.29438402153752
72.10678187699179,1.9219934213886194,0,0.0,6.338290023786026,65.76849185320576
45.13388014422585,4.372507361869145,20,87.45014723738291,22.785002844851107,109.79902453675766
47.41973208906863,0.6131478872815477,0,0.0,24.09673994647004,23.32299214259859
52.22597464834946,1.8294324035121656,30,54.88297210536497,4.252932276982107,102.85601447673233
43.09376573147889,1.6352005476860747,30,49.05601643058224,0.0,92.14978216206113
